threshold,precision,recall,f1,specificity,false_positive_rate,false_negative_rate,balanced_accuracy
61,0.9838945827232797,0.019020393144733305,0.037319338581365324,0.9997669368080937,0.00023306319190635096,0.9809796068552668,0.5093936649764135
62,0.9838945827232797,0.019020393144733305,0.037319338581365324,0.9997669368080937,0.00023306319190635096,0.9809796068552668,0.5093936649764135
63,0.9838945827232797,0.019020393144733305,0.037319338581365324,0.9997669368080937,0.00023306319190635096,0.9809796068552668,0.5093936649764135
64,0.9838945827232797,0.019020393144733305,0.037319338581365324,0.9997669368080937,0.00023306319190635096,0.9809796068552668,0.5093936649764135
65,0.9838945827232797,0.019020393144733305,0.037319338581365324,0.9997669368080937,0.00023306319190635096,0.9809796068552668,0.5093936649764135
66,0.9916864608076009,0.011816985324294873,0.023355663398738513,0.9999258435298479,7.415647015202076e-05,0.9881830146757051,0.5058714144270714
67,0.9916864608076009,0.011816985324294873,0.023355663398738513,0.9999258435298479,7.415647015202076e-05,0.9881830146757051,0.5058714144270714
68,0.9916864608076009,0.011816985324294873,0.023355663398738513,0.9999258435298479,7.415647015202076e-05,0.9881830146757051,0.5058714144270714
69,0.9916864608076009,0.011816985324294873,0.023355663398738513,0.9999258435298479,7.415647015202076e-05,0.9881830146757051,0.5058714144270714
70,0.9916864608076009,0.011816985324294873,0.023355663398738513,0.9999258435298479,7.415647015202076e-05,0.9881830146757051,0.5058714144270714
71,0.9922279792746114,0.010840491926239369,0.021446670306441006,0.9999364373112982,6.356268870173209e-05,0.9891595080737606,0.5053884646187687
72,0.9922279792746114,0.010840491926239369,0.021446670306441006,0.9999364373112982,6.356268870173209e-05,0.9891595080737606,0.5053884646187687
73,0.9922279792746114,0.010840491926239369,0.021446670306441006,0.9999364373112982,6.356268870173209e-05,0.9891595080737606,0.5053884646187687
74,0.9922279792746114,0.010840491926239369,0.021446670306441006,0.9999364373112982,6.356268870173209e-05,0.9891595080737606,0.5053884646187687
75,0.9922279792746114,0.010840491926239369,0.021446670306441006,0.9999364373112982,6.356268870173209e-05,0.9891595080737606,0.5053884646187687
76,1.0,0.008958265521291801,0.017757455045305355,1.0,0.0,0.9910417344787082,0.5044791327606459
77,1.0,0.008958265521291801,0.017757455045305355,1.0,0.0,0.9910417344787082,0.5044791327606459
78,1.0,0.008958265521291801,0.017757455045305355,1.0,0.0,0.9910417344787082,0.5044791327606459
79,1.0,0.008958265521291801,0.017757455045305355,1.0,0.0,0.9910417344787082,0.5044791327606459
80,1.0,0.008958265521291801,0.017757455045305355,1.0,0.0,0.9910417344787082,0.5044791327606459
81,1.0,0.007783643027978658,0.01544705171953771,1.0,0.0,0.9922163569720214,0.5038918215139894
82,1.0,0.007783643027978658,0.01544705171953771,1.0,0.0,0.9922163569720214,0.5038918215139894
83,1.0,0.007783643027978658,0.01544705171953771,1.0,0.0,0.9922163569720214,0.5038918215139894
84,1.0,0.007783643027978658,0.01544705171953771,1.0,0.0,0.9922163569720214,0.5038918215139894
85,1.0,0.007783643027978658,0.01544705171953771,1.0,0.0,0.9922163569720214,0.5038918215139894
86,1.0,0.006212762344150239,0.012348804500703237,1.0,0.0,0.9937872376558498,0.5031063811720751
87,1.0,0.006212762344150239,0.012348804500703237,1.0,0.0,0.9937872376558498,0.5031063811720751
88,1.0,0.006212762344150239,0.012348804500703237,1.0,0.0,0.9937872376558498,0.5031063811720751
89,1.0,0.006212762344150239,0.012348804500703237,1.0,0.0,0.9937872376558498,0.5031063811720751
90,1.0,0.006212762344150239,0.012348804500703237,1.0,0.0,0.9937872376558498,0.5031063811720751
91,1.0,0.005236268946094734,0.010417986512930974,1.0,0.0,0.9947637310539053,0.5026181344730474
92,1.0,0.005236268946094734,0.010417986512930974,1.0,0.0,0.9947637310539053,0.5026181344730474
93,1.0,0.005236268946094734,0.010417986512930974,1.0,0.0,0.9947637310539053,0.5026181344730474
94,1.0,0.005236268946094734,0.010417986512930974,1.0,0.0,0.9947637310539053,0.5026181344730474
95,1.0,0.005236268946094734,0.010417986512930974,1.0,0.0,0.9947637310539053,0.5026181344730474
96,1.0,0.004726794129717949,0.009409113317839285,1.0,0.0,0.995273205870282,0.502363397064859
97,1.0,0.004726794129717949,0.009409113317839285,1.0,0.0,0.995273205870282,0.502363397064859
98,1.0,0.004726794129717949,0.009409113317839285,1.0,0.0,0.995273205870282,0.502363397064859
99,1.0,0.004726794129717949,0.009409113317839285,1.0,0.0,0.995273205870282,0.502363397064859
100,1.0,0.004726794129717949,0.009409113317839285,1.0,0.0,0.995273205870282,0.502363397064859
101,1.0,0.003184217602354906,0.006348221087379737,1.0,0.0,0.9968157823976451,0.5015921088011774
102,1.0,0.003184217602354906,0.006348221087379737,1.0,0.0,0.9968157823976451,0.5015921088011774
103,1.0,0.003184217602354906,0.006348221087379737,1.0,0.0,0.9968157823976451,0.5015921088011774
104,1.0,0.003184217602354906,0.006348221087379737,1.0,0.0,0.9968157823976451,0.5015921088011774
105,1.0,0.003184217602354906,0.006348221087379737,1.0,0.0,0.9968157823976451,0.5015921088011774
106,1.0,0.003184217602354906,0.006348221087379737,1.0,0.0,0.9968157823976451,0.5015921088011774
107,1.0,0.003184217602354906,0.006348221087379737,1.0,0.0,0.9968157823976451,0.5015921088011774
108,1.0,0.003184217602354906,0.006348221087379737,1.0,0.0,0.9968157823976451,0.5015921088011774
109,1.0,0.003184217602354906,0.006348221087379737,1.0,0.0,0.9968157823976451,0.5015921088011774
110,1.0,0.003184217602354906,0.006348221087379737,1.0,0.0,0.9968157823976451,0.5015921088011774
111,1.0,0.0021511158913686476,0.004292997048564529,1.0,0.0,0.9978488841086314,0.5010755579456844
112,1.0,0.0021511158913686476,0.004292997048564529,1.0,0.0,0.9978488841086314,0.5010755579456844
113,1.0,0.0021511158913686476,0.004292997048564529,1.0,0.0,0.9978488841086314,0.5010755579456844
114,1.0,0.0021511158913686476,0.004292997048564529,1.0,0.0,0.9978488841086314,0.5010755579456844
115,1.0,0.0021511158913686476,0.004292997048564529,1.0,0.0,0.9978488841086314,0.5010755579456844
116,1.0,0.002108659656670582,0.004208445134867957,1.0,0.0,0.9978913403433294,0.5010543298283353
117,1.0,0.002108659656670582,0.004208445134867957,1.0,0.0,0.9978913403433294,0.5010543298283353
118,1.0,0.002108659656670582,0.004208445134867957,1.0,0.0,0.9978913403433294,0.5010543298283353
119,1.0,0.002108659656670582,0.004208445134867957,1.0,0.0,0.9978913403433294,0.5010543298283353
120,1.0,0.002108659656670582,0.004208445134867957,1.0,0.0,0.9978913403433294,0.5010543298283353
121,1.0,0.002108659656670582,0.004208445134867957,1.0,0.0,0.9978913403433294,0.5010543298283353
122,1.0,0.002108659656670582,0.004208445134867957,1.0,0.0,0.9978913403433294,0.5010543298283353
123,1.0,0.002108659656670582,0.004208445134867957,1.0,0.0,0.9978913403433294,0.5010543298283353
124,1.0,0.002108659656670582,0.004208445134867957,1.0,0.0,0.9978913403433294,0.5010543298283353
125,1.0,0.002108659656670582,0.004208445134867957,1.0,0.0,0.9978913403433294,0.5010543298283353
126,1.0,0.0005236268946094734,0.0010467057059605647,1.0,0.0,0.9994763731053905,0.5002618134473047
127,1.0,0.0005236268946094734,0.0010467057059605647,1.0,0.0,0.9994763731053905,0.5002618134473047
128,1.0,0.0005236268946094734,0.0010467057059605647,1.0,0.0,0.9994763731053905,0.5002618134473047
129,1.0,0.0005236268946094734,0.0010467057059605647,1.0,0.0,0.9994763731053905,0.5002618134473047
130,1.0,0.0005236268946094734,0.0010467057059605647,1.0,0.0,0.9994763731053905,0.5002618134473047
131,1.0,0.0005236268946094734,0.0010467057059605647,1.0,0.0,0.9994763731053905,0.5002618134473047
132,1.0,0.0005236268946094734,0.0010467057059605647,1.0,0.0,0.9994763731053905,0.5002618134473047
133,1.0,0.0005236268946094734,0.0010467057059605647,1.0,0.0,0.9994763731053905,0.5002618134473047
134,1.0,0.0005236268946094734,0.0010467057059605647,1.0,0.0,0.9994763731053905,0.5002618134473047
135,1.0,0.0005236268946094734,0.0010467057059605647,1.0,0.0,0.9994763731053905,0.5002618134473047
136,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
137,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
138,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
139,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
140,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
141,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
142,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
143,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
144,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
145,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
146,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
147,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
148,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
149,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
150,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
151,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
152,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
153,1.0,0.0004528665034460311,0.0009053230164231254,1.0,0.0,0.999547133496554,0.500226433251723
